Term,LoanStatusCode,BorrowerAPR,BorrowerRate,LenderYield,EstimatedEffectiveYield,EstimatedLoss,EstimatedReturn,ProsperRating (numeric),ProsperScore,ListingCategory (numeric),OccupationCode,EmploymentCode,EmploymentStatusDuration,IsBorrowerHomeownerCode,CurrentlyInGroupCode,CreditScoreRangeLower,CreditScoreRangeUpper,FirstRecordedCreditLine,CurrentCreditLines,OpenCreditLines,TotalCreditLinespast7years,OpenRevolvingAccounts,OpenRevolvingMonthlyPayment,InquiriesLast6Months,TotalInquiries,CurrentDelinquencies,AmountDelinquent,DelinquenciesLast7Years,PublicRecordsLast10Years,PublicRecordsLast12Months,RevolvingCreditBalance,BankcardUtilization,AvailableBankcardCredit,TotalTrades,TradesNeverDelinquent (percentage),TradesOpenedLast6Months,DebtToIncomeRatio,IncomeLevel,StatedMonthlyIncome,TotalProsperLoans,TotalProsperPaymentsBilled,OnTimeProsperPayments,ProsperPaymentsLessThanOneMonthLate,ProsperPaymentsOneMonthPlusLate,ProsperPrincipalBorrowed,ProsperPrincipalOutstanding,ScorexChangeAtTimeOfListing,LoanCurrentDaysDelinquent,LoanFirstDefaultedCycleNumber,LoanMonthsSinceOrigination,LoanNumber,LoanOriginalAmount,LoanOriginationDate,LoanQuarter,LoanYear,MonthlyLoanPayment,LP_CustomerPayments,LP_CustomerPrincipalPayments,LP_InterestandFees,LP_ServiceFees,LP_CollectionFees,LP_GrossPrincipalLoss,LP_NetPrincipalLoss,LP_NonPrincipalRecoverypayments,PercentFunded,Recommendations,InvestmentFromFriendsCount,InvestmentFromFriendsAmount,Investors
36,3,0.29776,0.29,0.275,,,,,,0,0,2,0,1,1,620,639,36192,14,12,21,10,953,4,14,0,0,0,1,0,22673,0.61,12924,21,1,1,0.44,4,5833.333333,,,,,,,,,2249,14,84,8375,20000,39153,1,2007,838.11,7473.25,3497.96,3975.29,-139.48,0,16502.04,16502.04,0,1,0,0,0,151
36,3,0.22744,0.22,0.2075,,,,,,0,16,9,,0,0,620,639,34669,,,21,0,0,0,,0,,0,0,,,,,,,,0.37,6,5428.666667,,,,,,,,,1926,34,94,1061,7500,38868,2,2006,286.43,8215.19,5628.67,2586.52,-60.88,0,1871.38,1871.33,0,1,0,0,0,55
60,2,0.17327,0.15,0.14,0.13203,0.0574,0.07463,5,8,1,15,1,285,1,0,700,719,29252,13,13,28,16,1374,0,0,0,0,0,0,0,62665,0.8,15067,26,1,0,0.32,4,5416.666667,,,,,,,,,0,,3,121000,15000,41618,4,2013,356.85,707.5356,333.62,373.9156,-25.34,0,0,0,0,1,0,0,0,1
36,10,0.13799,0.1099,0.0999,0.09653,0.0299,0.06663,6,11,6,0,1,117,1,0,660,679,33359,4,3,22,2,182,0,2,0,1432,9,0,0,123,0.24,377,18,0.88,0,0.05,4,5250,2,15,15,0,0,7100,0,,0,,5,108058,2000,41571,4,2013,65.47,261.2778,190.45,70.8278,-6.51,0,0,0,0,1,0,0,0,1
36,2,0.17359,0.1449,0.1349,0.1326,0.0595,0.0731,5,9,1,13,1,154,1,0,680,699,35117,5,5,18,4,55,0,3,2,21751,2,0,0,9125,0.94,575,15,0.87,0,0.06,5,6541.666667,,,,,,,,,0,,26,59132,10000,40927,1,2012,344.16,8604,6471.73,2132.27,-147.17,0,0,0,0,1,0,0,0,216
36,2,0.10038,0.0869,0.0769,0.07506,0.0199,0.05516,7,9,7,2,1,24,0,0,740,759,38975,8,8,12,6,221,0,4,0,0,0,0,0,3775,0.33,6539,12,1,0,0.28,4,4166.666667,1,8,8,0,0,13000,2431.04,,0,,4,108099,15000,41579,4,2013,474.83,1899.32,1486.27,413.05,-47.54,0,0,0,0,1,0,0,0,323
60,2,0.18222,0.1585,0.1485,0.13953,0.0624,0.07713,4,8,1,2,1,152,1,0,660,679,37932,11,11,19,9,867,1,1,0,0,0,0,0,28847,0.97,623,17,0.94,0,0.27,5,6416.666667,,,,,,,,,0,,1,132196,25000,41683,1,2014,605.96,0,0,0,0,0,0,0,0,1,0,0,0,1
36,1,0.37453,0.35,0.34,,,,,,7,17,2,91,0,0,560,579,34046,4,4,34,4,65,5,8,1,134,16,1,0,929,0.72,346,12,0.38,0,0.31,3,2291.666667,,,,,,,,,375,23,68,34738,1000,39658,3,2008,0,633.88,204.3,429.58,-11.52,-242.31,754.76,501.06,550.36,1,1,0,0,14
36,2,0.2878,0.2492,0.2392,0.219,0.1125,0.1065,3,7,1,38,1,128,1,0,680,699,37463,5,5,8,4,99,1,2,0,0,0,0,0,3254,0.92,152,8,1,0,0.12,3,2666.5,,,,,,,,,0,,16,77790,5566,41232,4,2012,221.07,3316.05,1922.72,1393.33,-55.91,0,0,0,0,1,0,0,0,96
36,2,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,4,7,1,1,221,0,0,660,679,34158,9,7,34,4,297,0,6,0,0,2,0,0,8496,0.83,1686,32,0.9,3,0.26,4,4750,,,,,,,,,0,,24,61518,4000,40970,1,2012,173.71,4169.04,2229.2,1939.84,-61.04,0,0,0,0,1,0,0,0,8
36,0,0.21223,0.19,0.18,,,,,,3,0,8,79,1,0,640,659,32378,12,12,25,10,495,1,5,0,0,0,0,0,13002,0.55,10341,24,0.68,0,0.26,3,3333.333333,,,,,,,,,0,,72,28410,10000,39520,1,2008,210.75,13276.97,9999.99,3276.98,-170.53,0,0,0,0,1,0,0,0,348
36,0,0.35132,0.3149,0.3049,0.2909,0.147,0.1439,2,5,1,15,1,2,0,0,660,679,35179,3,3,15,2,467,0,2,1,560,0,1,0,13563,0.71,5500,13,0.78,0,0.38,3,2600,,,,,,,,,0,,28,56175,7500,40868,4,2011,324.54,9272.9,7500,1772.9,-56.3,0,0,0,0,1,0,0,0,5
36,0,0.1265,0.1195,0.1145,,,,,,0,33,3,,0,0,700,719,35612,,,15,8,141,1,10,0,,0,0,,,,,,,,0.07,6,4166.666667,,,,,,,,,0,,90,3507,4000,38986,3,2006,132.76,4485.1,4000,485.1,-20.3,0,0,0,0,1,0,0,0,94
60,2,0.21832,0.194,0.184,0.17019,0.0874,0.08279,4,4,1,0,1,196,0,0,660,679,36525,6,6,15,6,688,0,3,0,0,0,0,0,18623,0.66,9177,13,1,1,0.26,3,4141.666667,,,,,,,,,0,,1,129825,15000,41674,1,2014,392.42,392.42,169.19,223.23,-11.51,0,0,0,0,1,0,0,0,125
36,0,0.20735,0.2,0.19,,,,,,0,0,2,108,1,0,680,699,35582,13,9,33,5,201,5,12,0,0,0,1,0,6547,1,0,30,0.96,2,0.13,4,5541.666667,,,,,,,,,0,,79,18450,3000,39323,3,2007,111.49,3019.73,3000,19.73,-0.99,0,0,0,0,1,0,0,0,39
36,2,0.07922,0.0659,0.0559,0.05501,0.0124,0.04261,7,10,1,0,1,197,1,0,720,739,33877,11,11,34,10,1140,2,3,0,0,0,0,0,59238,0.46,67207,33,1,0,0.17,2,10416.66667,,,,,,,,,0,,2,126672,20000,41656,1,2014,613.8,613.8,501.86,111.94,-16.99,0,0,0,0,1,0,0,0,318
36,2,0.21687,0.1795,0.1695,0.15767,0.0774,0.08027,4,8,1,19,1,161,1,0,640,659,35171,17,15,38,11,338,0,2,3,66,45,5,0,25385,0.71,10040,31,0.84,2,0.21,2,11833.33333,,,,,,,,,0,,1,131370,25000,41683,1,2014,903.18,0,0,0,0,0,0,0,0,1,0,0,0,1
36,2,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,3,1,15,1,117,1,0,720,739,36340,14,14,33,15,821,3,6,0,0,0,0,0,27858,0.47,30938,27,1,0,1.12,1,2027.166667,,,,,,,,,0,,24,61640,4000,40974,1,2012,173.71,3980.33,2081.46,1898.87,-59.76,0,0,0,0,1,0,0,0,7
36,2,0.17151,0.1355,0.1255,0.11932,0.0474,0.07192,5,7,1,0,1,28,0,0,740,759,35347,7,7,14,6,530,2,2,0,0,0,0,0,19924,0.45,23476,14,1,1,0.36,3,2916.666667,,,,,,,,,0,,3,119950,10000,41612,4,2013,339.59,1015.0577,691.94,323.1177,-24.11,0,0,0,0,1,0,0,0,1
36,2,0.35356,0.3134,0.3034,0.276,0.1575,0.1185,1,7,15,0,5,264,0,0,640,659,35152,6,6,21,4,515,0,4,0,0,0,0,0,18353,0.94,1147,20,1,0,0.75,1,1545.583333,2,59,59,0,0,10500,2424.3,-6,0,,8,97274,2000,41485,3,2013,86.38,604.66,257.98,346.68,-11.07,0,0,0,0,1,0,0,0,17
60,2,0.23318,0.2085,0.1985,0.18316,0.0925,0.09066,3,6,1,17,1,102,1,0,680,699,33312,12,12,17,7,389,1,1,0,0,0,0,0,17986,0.91,1565,16,0.93,2,0.24,4,5833.333333,,,,,,,,,0,,6,102671,9000,41541,3,2013,242.72,1413.6,653.99,759.61,-36.45,0,0,0,0,1,0,0,0,18
60,2,0.33709,0.3097,0.2997,0.2729,0.1375,0.1354,2,4,1,3,1,255,1,0,660,679,34333,11,10,19,8,938,0,2,0,0,0,0,0,21825,0.76,6115,17,0.94,2,0.38,4,6001,,,,,,,,,0,,14,82650,4000,41303,1,2013,131.81,1653.53,300,1353.53,-17.69,-89.61,0,0,0,1,0,0,0,64
36,0,0.17069,0.149,0.139,0.1367,0.0595,0.0772,5,8,7,1,1,18,0,0,780,799,36242,5,4,33,7,71,1,4,0,0,0,0,0,2531,0.08,27969,23,1,0,0.28,4,5116.666667,,,,,,,,,0,,38,46599,14000,40563,1,2011,484.63,14316.71,14000,316.71,-21.26,0,0,0,0,1,0,0,0,276
36,0,0.202,0.1799,0.1699,0.1669,0.0595,0.1074,5,8,3,0,1,14,0,0,740,759,38967,5,4,7,4,85,1,2,0,0,0,0,0,937,0.26,2563,6,0.83,1,0.16,3,2500,,,,,,,,,0,,28,55657,2000,40849,4,2011,72.29,2587.8,2000,587.8,-29.29,0,0,0,0,1,0,0,0,18
36,0,0.2021,0.18,0.17,,,,,,3,11,2,93,0,0,640,659,25324,7,5,34,4,221,0,0,1,10510,25,1,0,9134,0.78,2566,28,0.5,3,0.22,3,3354.083333,,,,,,,,,0,,68,34538,1800,39653,3,2008,63.81,2343.78,1799.98,543.8,-30.2,0,0,0,0,1,0,0,0,31
36,0,0.21434,0.1774,0.1674,0.1571,0.0649,0.0922,4,8,7,20,1,67,1,0,740,759,33025,13,11,30,7,639,2,6,0,0,0,0,0,30903,0.45,36150,26,1,2,0.14,2,20833.33333,,,,,,,,,0,,16,77793,15000,41232,4,2012,540.33,17667.67,15000,2667.67,-150.4,0,0,0,0,1,0,0,0,264
36,3,0.17322,0.1515,0.1315,,,,,,7,8,2,49,0,0,620,639,36648,6,6,12,6,92,1,8,0,0,6,0,0,1754,0,0,10,0.54,0,0.35,1,1900,,,,,,,,,1865,11,68,34795,6000,39659,3,2008,208.43,1113.49,677.95,435.54,-38.58,-17,5322.04,5322.05,0,1,0,0,0,143
36,2,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,4,2,9,1,1,1,0,800,819,33725,16,14,35,11,201,3,4,0,0,0,0,0,3737,0,44173,29,1,3,0.24,4,6083.333333,,,,,,,,,0,,24,62223,3500,40988,1,2012,151.99,3465.77,1755.08,1710.69,-47.99,-51.68,0,0,0,1,0,0,0,7
36,2,0.19898,0.162,0.152,0.14256,0.0649,0.07766,4,2,1,17,8,166,1,0,720,739,31868,11,10,31,8,476,1,5,0,0,0,0,0,15367,0.61,7932,29,1,2,,4,4833.333333,,,,,,,,,0,,1,132391,15000,41684,1,2014,528.84,0,0,0,0,0,0,0,0,1,0,0,0,149
36,2,0.2138,0.1765,0.1665,0.15512,0.0749,0.08022,4,5,1,1,1,82,1,0,680,699,26899,16,15,36,13,1429,1,4,0,0,0,0,0,45800,0.78,11992,31,1,0,0.37,5,6750,,,,,,,,,0,,1,132629,15000,41689,1,2014,539.66,0,0,0,0,0,0,0,0,1,0,0,0,105
36,2,0.23121,0.1939,0.1839,0.1714,0.0749,0.0965,4,6,1,0,5,144,1,0,680,699,26451,6,5,23,2,158,0,7,0,0,1,0,0,5214,0.88,686,22,0.78,0,0.17,5,6568,,,,,,,,,0,,9,92442,18000,41438,2,2013,663.36,5297.3178,3139.46,2157.8578,-111.78,0,0,0,0,1,0,0,0,1
60,2,0.23318,0.2085,0.1985,0.195,0.0565,0.1385,5,8,1,22,1,73,0,0,680,699,30834,8,8,15,7,441,0,3,0,0,0,0,0,26737,0.94,1583,14,1,0,0.17,5,6666.666667,,,,,,,,,0,,20,69312,11500,41100,3,2012,310.14,5892.66,2443.16,3449.5,-165.46,0,0,0,0,1,0,0,0,17
36,3,0.16466,0.1575,0.1475,,,,,,0,0,2,93,1,1,640,659,35948,21,20,43,18,520,3,12,0,0,0,0,0,21562,0.81,3893,26,1,4,0.3,4,4583.333333,,,,,,,,,1857,25,81,15739,10000,39240,2,2007,350.34,6656.46,4685.41,1971.05,-125.15,0,5314.59,5314.59,0,1,0,0,0,153
60,2,0.16662,0.1435,0.1335,0.1264,0.0524,0.074,5,6,1,4,1,169,0,0,700,719,34881,10,9,18,8,459,0,1,0,0,0,0,0,19342,0.67,4745,17,1,0,0.23,3,3500,,,,,,,,,0,,2,123750,9000,41641,1,2014,211.05,418.5616,214.45,204.1116,-14.47,0,0,0,0,1,0,0,0,1
36,2,0.12626,0.098,0.088,0.08522,0.0274,0.05782,6,10,1,50,1,56,1,0,720,739,30732,10,8,17,5,864,0,1,0,0,0,0,0,31841,0.93,2059,17,1,0,0.19,2,13333.33333,,,,,,,,,0,,1,133173,15000,41696,1,2014,482.6,0,0,0,0,0,0,0,0,1,0,0,0,1
36,2,0.23898,0.2015,0.1915,0.17716,0.0874,0.08976,4,3,1,47,1,153,0,0,720,739,28338,5,4,14,4,157,1,3,0,0,0,0,0,3942,0.21,12500,14,0.92,1,0.31,1,1416.666667,,,,,,,,,0,,5,108973,2000,41578,4,2013,74.48,296.8159,169.46,127.3559,-6.37,0,0,0,0,1,0,0,0,1
36,2,0.22301,0.1855,0.1755,0.16252,0.0849,0.07762,4,2,1,30,8,36,0,0,700,719,40163,15,15,19,11,467,0,12,0,0,0,0,0,13733,0.44,15413,18,1,0,,2,9000,,,,,,,,,0,,0,134687,15000,41703,1,2014,546.43,0,0,0,0,0,0,0,0,1,0,0,0,1
36,3,0.1973,0.19,0.185,,,,,,0,19,3,,0,1,620,639,32264,,,61,11,197,7,35,14,,41,1,,,,,,,,0.2,6,4583.333333,,,,,,,,,1934,31,90,3430,5500,38982,3,2006,201.61,5020.72,3367.82,1652.9,-34.63,-137.09,2132.18,2132.18,0,1,0,0,0,56
36,2,0.13697,0.1089,0.0989,0.0956,0.0299,0.0657,6,8,15,0,1,20,0,0,660,679,38401,6,5,10,5,63,0,2,0,0,0,0,0,2160,0.61,1340,9,0.88,0,0.21,3,2166.666667,1,13,13,0,0,4000,2743.23,-53,0,,15,79368,6000,41269,4,2012,196.12,2745.68,2103.45,642.23,-58.98,0,0,0,0,1,0,0,0,78
36,0,0.06888,0.0655,0.0555,0.0555,0.0155,0.04,7,10,1,43,1,55,0,0,760,779,36764,7,6,24,5,595,0,2,0,0,0,0,0,29234,0.39,44366,24,1,0,0.15,2,8333.333333,,,,,,,,,0,,38,46653,15000,40568,1,2011,460.08,16381.55,15000,1381.55,-210.92,0,0,0,0,1,0,0,0,383
60,2,0.24015,0.2153,0.2053,0.1924,0.0674,0.125,4,4,18,0,5,16,1,0,800,819,31129,5,5,19,5,336,1,2,0,0,0,0,0,2990,0.27,6520,18,1,1,0.31,1,1883.333333,,,,,,,,,0,,13,84932,9000,41309,1,2013,246.17,3200.21,1241.65,1958.56,-90.95,0,0,0,0,1,0,0,0,129
36,2,0.22108,0.184,0.174,0.16162,0.0799,0.08172,4,5,1,31,1,17,1,0,660,679,38108,12,11,31,5,482,0,5,0,0,0,0,0,11214,0.95,586,20,1,1,0.41,4,4166.666667,,,,,,,,,0,,3,121020,15000,41624,4,2013,545.3,1090.6,626.64,463.96,-25.22,0,0,0,0,1,0,0,0,174
12,0,0.11731,0.0801,0.0701,0.07,0.0274,0.0426,6,7,1,33,1,27,0,0,700,719,36502,6,5,24,5,200,0,2,0,0,0,0,0,4771,0.44,5868,14,0.71,0,0.27,3,3250,1,11,11,0,0,4000,0,17,0,,17,75659,2000,41185,4,2012,173.99,2025.11,2000,25.11,-3.12,0,0,0,0,1,0,0,0,27
36,0,0.12399,0.117,0.107,,,,,,0,22,2,119,1,0,680,699,30225,6,3,32,3,30,5,5,0,0,3,1,1,1105,0.55,667,26,0.73,2,0.07,5,6875,,,,,,,,,0,,82,15423,4000,39231,2,2007,132.28,4699.07,4000,699.07,-59.75,0,0,0,0,1,0,0,0,137
36,2,0.35797,0.3177,0.3077,0.2896,0.1625,0.1271,1,5,7,15,1,12,0,0,680,699,32400,7,7,18,6,534,0,0,0,0,0,0,0,25381,0.92,2125,16,1,0,0.47,1,2080,,,,,,,,,0,,18,73965,2000,41166,3,2012,86.85,1476.45,715.61,760.84,-23.95,0,0,0,0,1,0,0,0,6
60,2,0.27637,0.2506,0.2406,0.2211,0.1025,0.1186,3,3,7,14,1,90,0,0,640,659,38904,7,7,17,2,302,0,5,0,0,0,1,0,11867,0.98,55,16,1,0,0.33,4,4833.333333,,,,,,,,,0,,7,99012,3000,41506,3,2013,88.16,526.9003,158.16,368.7403,-14.8,0,0,0,0,1,0,0,0,1
36,3,0.18183,0.16,0.15,,,,,,4,0,2,111,0,0,660,679,34543,5,5,15,3,355,3,16,0,0,0,0,0,17331,0.98,258,11,1,0,0.31,3,3666.666667,,,,,,,,,698,41,69,32510,2500,39609,2,2008,87.89,3104.04,2338.57,765.47,-41.97,-44.82,161.45,161.43,0,1,0,0,0,77
36,0,0.18334,0.1761,0.1661,,,,,,0,0,3,,1,1,660,679,30195,,,28,5,72,5,15,0,,0,2,,,,,,,,0.27,6,3291.666667,,,,,,,,,0,,91,2684,8000,38950,3,2006,284.59,10291.86,8000,2291.86,-66.97,0,0,0,0,1,0,0,0,183
36,0,0.2424,0.2349,0.2199,,,,,,0,3,3,,1,1,520,539,36613,,,14,8,696,7,10,0,,0,0,,,,,,,,0.25,6,6250,,,,,,,,,0,,86,6698,8000,39104,1,2007,311.72,10181.95,8000,2181.95,-48.52,0,0,0,0,1,0,0,0,114
36,2,0.25013,0.2124,0.2024,0.1873,0.0874,0.0999,4,4,1,1,1,138,1,0,680,699,36343,7,7,15,4,278,1,1,0,0,0,0,0,9238,0.94,354,13,1,0,0.28,4,5000,,,,,,,,,0,,9,94268,10000,41451,2,2013,377.98,3023.84,1702.03,1321.81,-62.24,0,0,0,0,1,0,0,0,163
60,2,0.24856,0.2235,0.2135,0.19571,0.1075,0.08821,3,5,1,4,1,494,0,0,640,659,28491,5,4,23,3,133,1,1,0,0,60,1,0,2163,0.68,984,21,0.66,2,0.13,4,4833.333333,,,,,,,,,0,,3,120688,13750,41617,4,2013,382.5,756.5805,263.51,493.0705,-22.44,0,0,0,0,1,0,0,0,1
36,0,0.35858,0.322,0.312,0.1557,0.142,0.1557,2,6,7,10,2,9,1,0,680,699,35656,9,9,18,5,224,4,8,1,12588,13,0,0,1292,0.06,19783,16,0.62,3,0.11,2,10000,,,,,,,,,0,,40,45675,3000,40512,4,2010,131,4605.76,3000,1605.76,-49.89,0,0,0,0,1,0,0,0,74
36,0,0.27535,0.26,0.25,,,,,,0,32,2,81,0,1,560,579,35635,4,4,30,2,59,5,17,1,1105,20,1,0,1695,0.91,162,27,0.7,2,0.15,3,3750,1,3,3,0,0,3000,0,40,0,,78,19517,3500,39349,3,2007,120.08,5082.66,3499.88,1582.78,-60.88,0,0,0,0,1,0,0,0,48
36,0,0.34577,0.3058,0.2958,0.2822,0.147,0.1352,2,4,2,0,1,7,0,0,760,779,38740,5,4,6,1,15,0,0,0,0,0,0,0,0,0,2300,6,1,1,0.4,1,2042.583333,,,,,,,,,0,,26,58441,4000,40912,1,2012,171.08,5366.58,4000,1366.58,-44.69,0,0,0,0,1,0,0,0,56
60,2,0.27308,0.2474,0.2374,0.21664,0.1225,0.09414,2,4,18,1,1,202,0,0,700,719,35719,12,11,39,4,929,0,9,0,0,0,0,0,34836,0.94,1964,36,1,1,0.42,2,8416.666667,,,,,,,,,0,,2,127220,10000,41656,1,2014,291.99,291.99,81.87,210.12,-8.49,0,0,0,0,1,0,0,0,6
60,2,0.20065,0.1765,0.1665,0.15512,0.0749,0.08022,4,3,1,9,8,141,1,0,700,719,36060,15,15,28,14,755,0,3,0,0,0,0,0,113927,0.87,16221,28,1,1,,5,7916.666667,,,,,,,,,0,,1,132252,15000,41690,1,2014,378.05,0,0,0,0,0,0,0,0,1,0,0,0,1
36,1,0.13202,0.125,0.115,,,,,,0,0,3,,1,1,700,719,32599,,,27,6,320,0,5,1,,0,0,,,,,,,,0.29,6,3276.083333,,,,,,,,,224,20,85,7556,5000,39133,1,2007,167.27,2483.18,1862.23,620.95,-25.86,0,3137.79,3137.77,0,1,0,0,0,107
36,0,0.15629,0.142,0.132,,,,,,3,0,8,11,0,0,680,699,35985,14,14,27,12,159,0,11,0,0,4,1,0,1965,0.09,19152,23,0.83,2,0.28,4,4333.333333,,,,,,,,,0,,72,28422,7000,39520,1,2008,239.92,8631.59,6999.99,1631.6,-112.35,-104.42,0,0,0,1,0,0,0,143
60,0,0.14985,0.1271,0.1171,0.1135,0.0274,0.0861,6,8,1,0,1,111,1,0,740,759,35339,13,13,31,11,530,1,4,0,0,0,0,0,27837,0.67,13163,31,1,1,0.18,4,4333.333333,,,,,,,,,0,,16,78515,4000,41240,4,2012,90.42,4117.06,4000,117.06,-9.22,0,0,0,0,1,0,0,0,62
36,2,0.21025,0.1734,0.1634,0.1536,0.0624,0.0912,4,2,2,14,1,224,1,0,700,719,34745,11,11,36,5,242,1,14,0,0,0,1,0,5471,0.57,2148,32,0.93,1,0.4,4,6000,1,7,7,0,0,4000,3490.12,-72,0,,15,79551,2000,41271,4,2012,71.64,1002.96,657.25,345.71,-19.93,0,0,0,0,1,0,0,0,23
36,2,0.0903,0.0769,0.0669,0.06546,0.0174,0.04806,7,10,1,22,1,91,0,0,700,719,36277,28,27,51,21,691,0,14,0,0,0,0,0,18439,0.3,38655,42,0.95,0,0.26,5,6666.666667,,,,,,,,,0,,1,130360,14000,41673,1,2014,436.71,433.7604,354.12,79.6404,-10.74,0,0,0,0,1,0,0,0,1
36,0,0.1456,0.1314,0.1214,,,,,,7,15,2,39,0,0,680,699,36340,3,3,4,3,81,2,2,0,0,0,0,0,1187,0.29,2797,4,0.5,0,0.13,3,3000,,,,,,,,,0,,65,37552,9000,39730,4,2008,303.85,10884.28,9000,1884.28,-142.25,0,0,0,0,1,0,0,0,307
36,2,0.31627,0.277,0.267,0.2548,0.1325,0.1223,2,1,19,32,1,72,1,1,700,719,33913,17,16,43,8,514,5,13,0,0,0,0,0,18162,0.76,4599,41,0.97,1,0.37,4,5833.333333,2,30,28,2,0,16500,0.01,-48,0,,18,74763,3000,41177,3,2012,123.61,2101.37,1114.64,986.73,-35.62,0,0,0,0,1,0,0,0,18
36,2,0.2129,0.176,0.166,0.15519,0.0699,0.08529,4,5,1,22,1,14,1,0,660,679,38283,12,12,37,6,264,0,4,1,632,0,0,0,9124,0.65,4756,28,0.93,3,0.19,5,7975.25,,,,,,,,,0,,4,112058,13750,41604,4,2013,494.34,1483.02,886.27,596.75,-33.91,0,0,0,0,1,0,0,0,45
60,2,0.2004,0.1765,0.1665,0.15512,0.0749,0.08022,4,5,1,0,1,41,1,0,660,679,31868,16,15,34,14,1328,0,0,0,0,1,0,0,38904,0.54,29620,32,0.87,0,0.29,5,7333.333333,,,,,,,,,0,,3,123949,10000,41634,4,2013,252.03,499.2244,205.79,293.4344,-16.9,0,0,0,0,1,0,0,0,1
36,2,0.12782,0.0999,0.0899,0.0897,0.033,0.0567,6,9,1,0,1,128,1,0,820,839,31868,14,14,30,15,511,0,0,0,0,0,0,0,19423,0.22,66027,30,1,1,0.27,4,5799.75,,,,,,,,,0,,25,61467,20000,40968,1,2012,645.25,15486,12662.39,2823.61,-282.62,0,0,0,0,1,0,0,0,30
36,2,0.22875,0.1915,0.1815,0.16862,0.0799,0.08872,4,6,7,17,1,325,1,0,700,719,31229,15,12,34,12,719,0,6,0,0,0,0,0,24866,0.66,12463,33,1,2,0.33,4,5500,,,,,,,,,0,,5,106560,20000,41569,4,2013,734.64,2928.0668,1688.4,1239.6668,-65.29,0,0,0,0,1,0,0,0,1
36,2,0.18725,0.1509,0.1409,0.1337,0.0499,0.0838,5,6,15,12,1,174,1,0,740,759,33830,14,12,26,9,2558,0,1,0,0,0,0,0,132560,0.96,4238,25,1,1,0.26,2,10416.66667,,,,,,,,,0,,7,99383,8500,41506,3,2013,295.03,1770.18,1159.92,610.26,-40.44,0,0,0,0,1,0,0,0,2
36,2,0.16324,0.1274,0.1174,0.1121,0.0424,0.0697,5,8,1,0,1,16,0,0,700,719,37386,11,10,18,5,155,0,1,2,253,0,0,0,4210,0.18,18590,13,0.8,0,0.31,3,3750,,,,,,,,,0,,2,128342,10000,41663,1,2014,335.69,335.69,227.49,108.2,-8.49,0,0,0,0,1,0,0,0,158
36,2,0.11563,0.0879,0.0779,0.07582,0.0224,0.05342,6,7,1,43,1,197,1,0,700,719,32234,9,9,16,6,199,2,3,1,66,0,1,0,4521,0.49,3403,13,0.86,1,0.13,5,6666.666667,,,,,,,,,0,,2,127105,6000,41654,1,2014,190.21,188.7651,145.42,43.3451,-5.1,0,0,0,0,1,0,0,0,1
36,2,0.13301,0.105,0.095,0.09202,0.0274,0.06462,6,10,3,3,1,69,1,0,780,799,33298,5,5,19,3,190,1,4,0,0,0,0,0,7808,0.22,27392,18,1,0,0.08,2,26250,,,,,,,,,0,,5,106763,19305,41568,4,2013,893.82,3641.12,2998.61,642.51,-61.2,0,0,0,0,0.702,0,0,0,295
60,2,0.16294,0.1399,0.1299,0.1238,0.0449,0.0789,5,9,7,14,1,163,0,0,740,759,35451,5,5,14,3,277,0,1,0,0,0,0,0,12511,0.47,13789,14,1,0,0.37,4,4416.666667,1,14,14,0,0,22500,19423.38,,0,,4,108741,15000,41584,4,2013,348.95,1041.1007,524.16,516.9407,-37.36,0,0,0,0,1,0,0,0,1
36,0,0.21301,0.1945,0.1645,,,,,,0,2,2,4,0,1,560,579,34759,5,2,20,1,21,4,6,3,589,0,1,0,703,0.91,65,15,0.68,1,0.08,3,3916.666667,,,,,,,,,0,,84,8557,1000,39156,1,2007,36.88,1151.26,1000,151.26,-8.67,0,0,0,0,1,0,0,0,2
36,2,0.35797,0.3177,0.3077,0.2896,0.1675,0.1221,1,1,13,0,1,35,0,0,640,659,33095,12,10,26,5,147,3,7,1,0,26,1,0,2058,0.13,7825,22,0.6,1,0.46,1,1333.333333,1,10,10,0,0,6000,4860.71,-51,0,,20,71249,3000,41116,3,2012,130.28,2475.32,1229.53,1245.79,-39.21,0,0,0,0,1,0,0,0,26
36,0,0.14887,0.14,0.135,,,,,,0,3,2,90,0,0,720,739,32615,4,4,7,4,106,0,0,0,0,0,0,0,3350,0.51,3150,6,1,0,0.04,4,4375.083333,,,,,,,,,0,,81,16125,2000,39251,2,2007,68.36,2460.98,1999.19,461.79,-16.5,0,0,0,0,1,0,0,0,17
36,2,0.35797,0.3177,0.3077,0.2896,0.165,0.1246,1,5,1,0,5,318,0,0,700,719,32430,9,8,16,7,382,0,0,0,0,0,0,0,10216,0.83,549,14,0.92,0,0.51,1,1750,,,,,,,,,0,,20,71035,4000,41113,3,2012,173.71,3285.49,1512.17,1773.32,-38.23,-147.65,0,0,0,1,0,0,0,68
